id,latitude,longitude,date_M_D_YYYY,date_M_D_YYYY_00_00_00,date_YYYY-MM-DD,date_YYYY-MM-DD_00_00_00,date_YYYY-MM-DDT00_00_00,date_YYYY-MM-DDT00_00_00Z,date_YYYY-MM-DDT00_00_00_America_LosAngeles,date_YYYY-MM-DDT00_00_00_America_NewYork,str_yyyy,str_yyyy-MM,str_yyyy-MM-dd,str1_yyyy-MM-dd_HH-mm-ss,int_yyyy,int_yyyyMM,int_yyyyMMdd,dbl1_yyyyMMddHHmmss,dbl2_yyyyMMddHHmmss,dbl_yyyyMMddHHmmssS,day,month,month_str_1,year,weekday,weekday_str,week_number,day365,isfeb29,DST,DST_switch,DST_adjust
475,-15.625,17.625,4/20/2023,4/20/2023 00:00:00,2023-04-20,2023-04-20 00:00:00,2023-04-20T00:00:00,2023-04-20T00:00:00Z,2023-04-20T00:00:00-07:00,2023-04-20T00:00:00-04:00,2023,2023-04,2023-04-20,2023-04-20 00:00:00,2023,202304,20230420,20230420000000,20230420235959,20230420235959.5,20,4,Apr,2023,5,Thursday,16,110,0,1,0,0
476,-15.75,17.75,4/21/2023,4/21/2023 00:00:00,2023-04-21,2023-04-21 00:00:00,2023-04-21T00:00:00,2023-04-21T00:00:00Z,2023-04-21T00:00:00-07:00,2023-04-21T00:00:00-04:00,2023,2023-04,2023-04-21,2023-04-21 00:00:00,2023,202304,20230421,20230421000000,20230421235959,20230421235959.5,21,4,Apr,2023,6,Friday,16,111,0,1,0,0
477,-15.875,17.875,4/22/2023,4/22/2023 00:00:00,2023-04-22,2023-04-22 00:00:00,2023-04-22T00:00:00,2023-04-22T00:00:00Z,2023-04-22T00:00:00-07:00,2023-04-22T00:00:00-04:00,2023,2023-04,2023-04-22,2023-04-22 00:00:00,2023,202304,20230422,20230422000000,20230422235959,20230422235959.5,22,4,Apr,2023,7,Saturday,16,112,0,1,0,0
478,-16.125,18,4/23/2023,4/23/2023 00:00:00,2023-04-23,2023-04-23 00:00:00,2023-04-23T00:00:00,2023-04-23T00:00:00Z,2023-04-23T00:00:00-07:00,2023-04-23T00:00:00-04:00,2023,2023-04,2023-04-23,2023-04-23 00:00:00,2023,202304,20230423,20230423000000,20230423235959,20230423235959.5,23,4,Apr,2023,1,Sunday,17,113,0,1,0,0
479,-16.25,18.125,4/24/2023,4/24/2023 00:00:00,2023-04-24,2023-04-24 00:00:00,2023-04-24T00:00:00,2023-04-24T00:00:00Z,2023-04-24T00:00:00-07:00,2023-04-24T00:00:00-04:00,2023,2023-04,2023-04-24,2023-04-24 00:00:00,2023,202304,20230424,20230424000000,20230424235959,20230424235959.5,24,4,Apr,2023,2,Monday,17,114,0,1,0,0
480,-16.375,18.25,4/25/2023,4/25/2023 00:00:00,2023-04-25,2023-04-25 00:00:00,2023-04-25T00:00:00,2023-04-25T00:00:00Z,2023-04-25T00:00:00-07:00,2023-04-25T00:00:00-04:00,2023,2023-04,2023-04-25,2023-04-25 00:00:00,2023,202304,20230425,20230425000000,20230425235959,20230425235959.5,25,4,Apr,2023,3,Tuesday,17,115,0,1,0,0
481,-16.5,18.375,4/26/2023,4/26/2023 00:00:00,2023-04-26,2023-04-26 00:00:00,2023-04-26T00:00:00,2023-04-26T00:00:00Z,2023-04-26T00:00:00-07:00,2023-04-26T00:00:00-04:00,2023,2023-04,2023-04-26,2023-04-26 00:00:00,2023,202304,20230426,20230426000000,20230426235959,20230426235959.5,26,4,Apr,2023,4,Wednesday,17,116,0,1,0,0
482,-16.625,18.5,4/27/2023,4/27/2023 00:00:00,2023-04-27,2023-04-27 00:00:00,2023-04-27T00:00:00,2023-04-27T00:00:00Z,2023-04-27T00:00:00-07:00,2023-04-27T00:00:00-04:00,2023,2023-04,2023-04-27,2023-04-27 00:00:00,2023,202304,20230427,20230427000000,20230427235959,20230427235959.5,27,4,Apr,2023,5,Thursday,17,117,0,1,0,0
483,-16.75,18.625,4/28/2023,4/28/2023 00:00:00,2023-04-28,2023-04-28 00:00:00,2023-04-28T00:00:00,2023-04-28T00:00:00Z,2023-04-28T00:00:00-07:00,2023-04-28T00:00:00-04:00,2023,2023-04,2023-04-28,2023-04-28 00:00:00,2023,202304,20230428,20230428000000,20230428235959,20230428235959.5,28,4,Apr,2023,6,Friday,17,118,0,1,0,0
484,-16.875,18.75,4/29/2023,4/29/2023 00:00:00,2023-04-29,2023-04-29 00:00:00,2023-04-29T00:00:00,2023-04-29T00:00:00Z,2023-04-29T00:00:00-07:00,2023-04-29T00:00:00-04:00,2023,2023-04,2023-04-29,2023-04-29 00:00:00,2023,202304,20230429,20230429000000,20230429235959,20230429235959.5,29,4,Apr,2023,7,Saturday,17,119,0,1,0,0
485,-17.125,18.875,4/30/2023,4/30/2023 00:00:00,2023-04-30,2023-04-30 00:00:00,2023-04-30T00:00:00,2023-04-30T00:00:00Z,2023-04-30T00:00:00-07:00,2023-04-30T00:00:00-04:00,2023,2023-04,2023-04-30,2023-04-30 00:00:00,2023,202304,20230430,20230430000000,20230430235959,20230430235959.5,30,4,Apr,2023,1,Sunday,18,120,0,1,0,0
486,-17.25,20,5/1/2023,5/1/2023 00:00:00,2023-05-01,2023-05-01 00:00:00,2023-05-01T00:00:00,2023-05-01T00:00:00Z,2023-05-01T00:00:00-07:00,2023-05-01T00:00:00-04:00,2023,2023-05,2023-05-01,2023-05-01 00:00:00,2023,202305,20230501,20230501000000,20230501235959,20230501235959.5,1,5,May,2023,2,Monday,18,121,0,1,0,0
487,-17.375,20.125,5/2/2023,5/2/2023 00:00:00,2023-05-02,2023-05-02 00:00:00,2023-05-02T00:00:00,2023-05-02T00:00:00Z,2023-05-02T00:00:00-07:00,2023-05-02T00:00:00-04:00,2023,2023-05,2023-05-02,2023-05-02 00:00:00,2023,202305,20230502,20230502000000,20230502235959,20230502235959.5,2,5,May,2023,3,Tuesday,18,122,0,1,0,0
488,-17.5,20.25,5/3/2023,5/3/2023 00:00:00,2023-05-03,2023-05-03 00:00:00,2023-05-03T00:00:00,2023-05-03T00:00:00Z,2023-05-03T00:00:00-07:00,2023-05-03T00:00:00-04:00,2023,2023-05,2023-05-03,2023-05-03 00:00:00,2023,202305,20230503,20230503000000,20230503235959,20230503235959.5,3,5,May,2023,4,Wednesday,18,123,0,1,0,0
489,-17.625,20.375,5/4/2023,5/4/2023 00:00:00,2023-05-04,2023-05-04 00:00:00,2023-05-04T00:00:00,2023-05-04T00:00:00Z,2023-05-04T00:00:00-07:00,2023-05-04T00:00:00-04:00,2023,2023-05,2023-05-04,2023-05-04 00:00:00,2023,202305,20230504,20230504000000,20230504235959,20230504235959.5,4,5,May,2023,5,Thursday,18,124,0,1,0,0
490,-17.75,20.5,5/5/2023,5/5/2023 00:00:00,2023-05-05,2023-05-05 00:00:00,2023-05-05T00:00:00,2023-05-05T00:00:00Z,2023-05-05T00:00:00-07:00,2023-05-05T00:00:00-04:00,2023,2023-05,2023-05-05,2023-05-05 00:00:00,2023,202305,20230505,20230505000000,20230505235959,20230505235959.5,5,5,May,2023,6,Friday,18,125,0,1,0,0
491,-17.875,20.625,5/6/2023,5/6/2023 00:00:00,2023-05-06,2023-05-06 00:00:00,2023-05-06T00:00:00,2023-05-06T00:00:00Z,2023-05-06T00:00:00-07:00,2023-05-06T00:00:00-04:00,2023,2023-05,2023-05-06,2023-05-06 00:00:00,2023,202305,20230506,20230506000000,20230506235959,20230506235959.5,6,5,May,2023,7,Saturday,18,126,0,1,0,0
492,-18.125,20.75,5/7/2023,5/7/2023 00:00:00,2023-05-07,2023-05-07 00:00:00,2023-05-07T00:00:00,2023-05-07T00:00:00Z,2023-05-07T00:00:00-07:00,2023-05-07T00:00:00-04:00,2023,2023-05,2023-05-07,2023-05-07 00:00:00,2023,202305,20230507,20230507000000,20230507235959,20230507235959.5,7,5,May,2023,1,Sunday,19,127,0,1,0,0
493,-18.25,20.875,5/8/2023,5/8/2023 00:00:00,2023-05-08,2023-05-08 00:00:00,2023-05-08T00:00:00,2023-05-08T00:00:00Z,2023-05-08T00:00:00-07:00,2023-05-08T00:00:00-04:00,2023,2023-05,2023-05-08,2023-05-08 00:00:00,2023,202305,20230508,20230508000000,20230508235959,20230508235959.5,8,5,May,2023,2,Monday,19,128,0,1,0,0
494,-18.375,21,5/9/2023,5/9/2023 00:00:00,2023-05-09,2023-05-09 00:00:00,2023-05-09T00:00:00,2023-05-09T00:00:00Z,2023-05-09T00:00:00-07:00,2023-05-09T00:00:00-04:00,2023,2023-05,2023-05-09,2023-05-09 00:00:00,2023,202305,20230509,20230509000000,20230509235959,20230509235959.5,9,5,May,2023,3,Tuesday,19,129,0,1,0,0
495,-18.5,21.125,5/10/2023,5/10/2023 00:00:00,2023-05-10,2023-05-10 00:00:00,2023-05-10T00:00:00,2023-05-10T00:00:00Z,2023-05-10T00:00:00-07:00,2023-05-10T00:00:00-04:00,2023,2023-05,2023-05-10,2023-05-10 00:00:00,2023,202305,20230510,20230510000000,20230510235959,20230510235959.5,10,5,May,2023,4,Wednesday,19,130,0,1,0,0
496,-18.625,21.25,5/11/2023,5/11/2023 00:00:00,2023-05-11,2023-05-11 00:00:00,2023-05-11T00:00:00,2023-05-11T00:00:00Z,2023-05-11T00:00:00-07:00,2023-05-11T00:00:00-04:00,2023,2023-05,2023-05-11,2023-05-11 00:00:00,2023,202305,20230511,20230511000000,20230511235959,20230511235959.5,11,5,May,2023,5,Thursday,19,131,0,1,0,0
497,-18.75,21.375,5/12/2023,5/12/2023 00:00:00,2023-05-12,2023-05-12 00:00:00,2023-05-12T00:00:00,2023-05-12T00:00:00Z,2023-05-12T00:00:00-07:00,2023-05-12T00:00:00-04:00,2023,2023-05,2023-05-12,2023-05-12 00:00:00,2023,202305,20230512,20230512000000,20230512235959,20230512235959.5,12,5,May,2023,6,Friday,19,132,0,1,0,0
498,-18.875,21.5,5/13/2023,5/13/2023 00:00:00,2023-05-13,2023-05-13 00:00:00,2023-05-13T00:00:00,2023-05-13T00:00:00Z,2023-05-13T00:00:00-07:00,2023-05-13T00:00:00-04:00,2023,2023-05,2023-05-13,2023-05-13 00:00:00,2023,202305,20230513,20230513000000,20230513235959,20230513235959.5,13,5,May,2023,7,Saturday,19,133,0,1,0,0
499,-19.125,21.625,5/14/2023,5/14/2023 00:00:00,2023-05-14,2023-05-14 00:00:00,2023-05-14T00:00:00,2023-05-14T00:00:00Z,2023-05-14T00:00:00-07:00,2023-05-14T00:00:00-04:00,2023,2023-05,2023-05-14,2023-05-14 00:00:00,2023,202305,20230514,20230514000000,20230514235959,20230514235959.5,14,5,May,2023,1,Sunday,20,134,0,1,0,0
500,-19.25,21.75,5/15/2023,5/15/2023 00:00:00,2023-05-15,2023-05-15 00:00:00,2023-05-15T00:00:00,2023-05-15T00:00:00Z,2023-05-15T00:00:00-07:00,2023-05-15T00:00:00-04:00,2023,2023-05,2023-05-15,2023-05-15 00:00:00,2023,202305,20230515,20230515000000,20230515235959,20230515235959.5,15,5,May,2023,2,Monday,20,135,0,1,0,0
501,-19.375,21.875,5/16/2023,5/16/2023 00:00:00,2023-05-16,2023-05-16 00:00:00,2023-05-16T00:00:00,2023-05-16T00:00:00Z,2023-05-16T00:00:00-07:00,2023-05-16T00:00:00-04:00,2023,2023-05,2023-05-16,2023-05-16 00:00:00,2023,202305,20230516,20230516000000,20230516235959,20230516235959.5,16,5,May,2023,3,Tuesday,20,136,0,1,0,0
502,-19.5,22,5/17/2023,5/17/2023 00:00:00,2023-05-17,2023-05-17 00:00:00,2023-05-17T00:00:00,2023-05-17T00:00:00Z,2023-05-17T00:00:00-07:00,2023-05-17T00:00:00-04:00,2023,2023-05,2023-05-17,2023-05-17 00:00:00,2023,202305,20230517,20230517000000,20230517235959,20230517235959.5,17,5,May,2023,4,Wednesday,20,137,0,1,0,0
503,-19.625,22.125,5/18/2023,5/18/2023 00:00:00,2023-05-18,2023-05-18 00:00:00,2023-05-18T00:00:00,2023-05-18T00:00:00Z,2023-05-18T00:00:00-07:00,2023-05-18T00:00:00-04:00,2023,2023-05,2023-05-18,2023-05-18 00:00:00,2023,202305,20230518,20230518000000,20230518235959,20230518235959.5,18,5,May,2023,5,Thursday,20,138,0,1,0,0
504,-19.75,22.25,5/19/2023,5/19/2023 00:00:00,2023-05-19,2023-05-19 00:00:00,2023-05-19T00:00:00,2023-05-19T00:00:00Z,2023-05-19T00:00:00-07:00,2023-05-19T00:00:00-04:00,2023,2023-05,2023-05-19,2023-05-19 00:00:00,2023,202305,20230519,20230519000000,20230519235959,20230519235959.5,19,5,May,2023,6,Friday,20,139,0,1,0,0
505,-19.875,22.375,5/20/2023,5/20/2023 00:00:00,2023-05-20,2023-05-20 00:00:00,2023-05-20T00:00:00,2023-05-20T00:00:00Z,2023-05-20T00:00:00-07:00,2023-05-20T00:00:00-04:00,2023,2023-05,2023-05-20,2023-05-20 00:00:00,2023,202305,20230520,20230520000000,20230520235959,20230520235959.5,20,5,May,2023,7,Saturday,20,140,0,1,0,0
506,-20.125,22.5,5/21/2023,5/21/2023 00:00:00,2023-05-21,2023-05-21 00:00:00,2023-05-21T00:00:00,2023-05-21T00:00:00Z,2023-05-21T00:00:00-07:00,2023-05-21T00:00:00-04:00,2023,2023-05,2023-05-21,2023-05-21 00:00:00,2023,202305,20230521,20230521000000,20230521235959,20230521235959.5,21,5,May,2023,1,Sunday,21,141,0,1,0,0
507,-20.25,22.625,5/22/2023,5/22/2023 00:00:00,2023-05-22,2023-05-22 00:00:00,2023-05-22T00:00:00,2023-05-22T00:00:00Z,2023-05-22T00:00:00-07:00,2023-05-22T00:00:00-04:00,2023,2023-05,2023-05-22,2023-05-22 00:00:00,2023,202305,20230522,20230522000000,20230522235959,20230522235959.5,22,5,May,2023,2,Monday,21,142,0,1,0,0
508,-20.375,22.75,5/23/2023,5/23/2023 00:00:00,2023-05-23,2023-05-23 00:00:00,2023-05-23T00:00:00,2023-05-23T00:00:00Z,2023-05-23T00:00:00-07:00,2023-05-23T00:00:00-04:00,2023,2023-05,2023-05-23,2023-05-23 00:00:00,2023,202305,20230523,20230523000000,20230523235959,20230523235959.5,23,5,May,2023,3,Tuesday,21,143,0,1,0,0
509,-20.5,22.875,5/24/2023,5/24/2023 00:00:00,2023-05-24,2023-05-24 00:00:00,2023-05-24T00:00:00,2023-05-24T00:00:00Z,2023-05-24T00:00:00-07:00,2023-05-24T00:00:00-04:00,2023,2023-05,2023-05-24,2023-05-24 00:00:00,2023,202305,20230524,20230524000000,20230524235959,20230524235959.5,24,5,May,2023,4,Wednesday,21,144,0,1,0,0
510,-20.625,23,5/25/2023,5/25/2023 00:00:00,2023-05-25,2023-05-25 00:00:00,2023-05-25T00:00:00,2023-05-25T00:00:00Z,2023-05-25T00:00:00-07:00,2023-05-25T00:00:00-04:00,2023,2023-05,2023-05-25,2023-05-25 00:00:00,2023,202305,20230525,20230525000000,20230525235959,20230525235959.5,25,5,May,2023,5,Thursday,21,145,0,1,0,0
511,-20.75,23.125,5/26/2023,5/26/2023 00:00:00,2023-05-26,2023-05-26 00:00:00,2023-05-26T00:00:00,2023-05-26T00:00:00Z,2023-05-26T00:00:00-07:00,2023-05-26T00:00:00-04:00,2023,2023-05,2023-05-26,2023-05-26 00:00:00,2023,202305,20230526,20230526000000,20230526235959,20230526235959.5,26,5,May,2023,6,Friday,21,146,0,1,0,0
512,-20.875,23.25,5/27/2023,5/27/2023 00:00:00,2023-05-27,2023-05-27 00:00:00,2023-05-27T00:00:00,2023-05-27T00:00:00Z,2023-05-27T00:00:00-07:00,2023-05-27T00:00:00-04:00,2023,2023-05,2023-05-27,2023-05-27 00:00:00,2023,202305,20230527,20230527000000,20230527235959,20230527235959.5,27,5,May,2023,7,Saturday,21,147,0,1,0,0
513,-21.125,23.375,5/28/2023,5/28/2023 00:00:00,2023-05-28,2023-05-28 00:00:00,2023-05-28T00:00:00,2023-05-28T00:00:00Z,2023-05-28T00:00:00-07:00,2023-05-28T00:00:00-04:00,2023,2023-05,2023-05-28,2023-05-28 00:00:00,2023,202305,20230528,20230528000000,20230528235959,20230528235959.5,28,5,May,2023,1,Sunday,22,148,0,1,0,0
514,-21.25,23.5,5/29/2023,5/29/2023 00:00:00,2023-05-29,2023-05-29 00:00:00,2023-05-29T00:00:00,2023-05-29T00:00:00Z,2023-05-29T00:00:00-07:00,2023-05-29T00:00:00-04:00,2023,2023-05,2023-05-29,2023-05-29 00:00:00,2023,202305,20230529,20230529000000,20230529235959,20230529235959.5,29,5,May,2023,2,Monday,22,149,0,1,0,0
515,-21.375,23.625,5/30/2023,5/30/2023 00:00:00,2023-05-30,2023-05-30 00:00:00,2023-05-30T00:00:00,2023-05-30T00:00:00Z,2023-05-30T00:00:00-07:00,2023-05-30T00:00:00-04:00,2023,2023-05,2023-05-30,2023-05-30 00:00:00,2023,202305,20230530,20230530000000,20230530235959,20230530235959.5,30,5,May,2023,3,Tuesday,22,150,0,1,0,0
516,-21.5,23.75,5/31/2023,5/31/2023 00:00:00,2023-05-31,2023-05-31 00:00:00,2023-05-31T00:00:00,2023-05-31T00:00:00Z,2023-05-31T00:00:00-07:00,2023-05-31T00:00:00-04:00,2023,2023-05,2023-05-31,2023-05-31 00:00:00,2023,202305,20230531,20230531000000,20230531235959,20230531235959.5,31,5,May,2023,4,Wednesday,22,151,0,1,0,0
517,-21.625,24.875,6/1/2023,6/1/2023 00:00:00,2023-06-01,2023-06-01 00:00:00,2023-06-01T00:00:00,2023-06-01T00:00:00Z,2023-06-01T00:00:00-07:00,2023-06-01T00:00:00-04:00,2023,2023-06,2023-06-01,2023-06-01 00:00:00,2023,202306,20230601,20230601000000,20230601235959,20230601235959.5,1,6,Jun,2023,5,Thursday,22,152,0,1,0,0
518,-21.75,25,6/2/2023,6/2/2023 00:00:00,2023-06-02,2023-06-02 00:00:00,2023-06-02T00:00:00,2023-06-02T00:00:00Z,2023-06-02T00:00:00-07:00,2023-06-02T00:00:00-04:00,2023,2023-06,2023-06-02,2023-06-02 00:00:00,2023,202306,20230602,20230602000000,20230602235959,20230602235959.5,2,6,Jun,2023,6,Friday,22,153,0,1,0,0
519,-21.875,25.125,6/3/2023,6/3/2023 00:00:00,2023-06-03,2023-06-03 00:00:00,2023-06-03T00:00:00,2023-06-03T00:00:00Z,2023-06-03T00:00:00-07:00,2023-06-03T00:00:00-04:00,2023,2023-06,2023-06-03,2023-06-03 00:00:00,2023,202306,20230603,20230603000000,20230603235959,20230603235959.5,3,6,Jun,2023,7,Saturday,22,154,0,1,0,0
520,-22.125,25.25,6/4/2023,6/4/2023 00:00:00,2023-06-04,2023-06-04 00:00:00,2023-06-04T00:00:00,2023-06-04T00:00:00Z,2023-06-04T00:00:00-07:00,2023-06-04T00:00:00-04:00,2023,2023-06,2023-06-04,2023-06-04 00:00:00,2023,202306,20230604,20230604000000,20230604235959,20230604235959.5,4,6,Jun,2023,1,Sunday,23,155,0,1,0,0
521,-22.25,25.375,6/5/2023,6/5/2023 00:00:00,2023-06-05,2023-06-05 00:00:00,2023-06-05T00:00:00,2023-06-05T00:00:00Z,2023-06-05T00:00:00-07:00,2023-06-05T00:00:00-04:00,2023,2023-06,2023-06-05,2023-06-05 00:00:00,2023,202306,20230605,20230605000000,20230605235959,20230605235959.5,5,6,Jun,2023,2,Monday,23,156,0,1,0,0
522,-22.375,25.5,6/6/2023,6/6/2023 00:00:00,2023-06-06,2023-06-06 00:00:00,2023-06-06T00:00:00,2023-06-06T00:00:00Z,2023-06-06T00:00:00-07:00,2023-06-06T00:00:00-04:00,2023,2023-06,2023-06-06,2023-06-06 00:00:00,2023,202306,20230606,20230606000000,20230606235959,20230606235959.5,6,6,Jun,2023,3,Tuesday,23,157,0,1,0,0
523,-22.5,25.625,6/7/2023,6/7/2023 00:00:00,2023-06-07,2023-06-07 00:00:00,2023-06-07T00:00:00,2023-06-07T00:00:00Z,2023-06-07T00:00:00-07:00,2023-06-07T00:00:00-04:00,2023,2023-06,2023-06-07,2023-06-07 00:00:00,2023,202306,20230607,20230607000000,20230607235959,20230607235959.5,7,6,Jun,2023,4,Wednesday,23,158,0,1,0,0
524,-22.625,25.75,6/8/2023,6/8/2023 00:00:00,2023-06-08,2023-06-08 00:00:00,2023-06-08T00:00:00,2023-06-08T00:00:00Z,2023-06-08T00:00:00-07:00,2023-06-08T00:00:00-04:00,2023,2023-06,2023-06-08,2023-06-08 00:00:00,2023,202306,20230608,20230608000000,20230608235959,20230608235959.5,8,6,Jun,2023,5,Thursday,23,159,0,1,0,0
525,-22.75,25.875,6/9/2023,6/9/2023 00:00:00,2023-06-09,2023-06-09 00:00:00,2023-06-09T00:00:00,2023-06-09T00:00:00Z,2023-06-09T00:00:00-07:00,2023-06-09T00:00:00-04:00,2023,2023-06,2023-06-09,2023-06-09 00:00:00,2023,202306,20230609,20230609000000,20230609235959,20230609235959.5,9,6,Jun,2023,6,Friday,23,160,0,1,0,0
526,-22.875,26,6/10/2023,6/10/2023 00:00:00,2023-06-10,2023-06-10 00:00:00,2023-06-10T00:00:00,2023-06-10T00:00:00Z,2023-06-10T00:00:00-07:00,2023-06-10T00:00:00-04:00,2023,2023-06,2023-06-10,2023-06-10 00:00:00,2023,202306,20230610,20230610000000,20230610235959,20230610235959.5,10,6,Jun,2023,7,Saturday,23,161,0,1,0,0
527,-23.125,26.125,6/11/2023,6/11/2023 00:00:00,2023-06-11,2023-06-11 00:00:00,2023-06-11T00:00:00,2023-06-11T00:00:00Z,2023-06-11T00:00:00-07:00,2023-06-11T00:00:00-04:00,2023,2023-06,2023-06-11,2023-06-11 00:00:00,2023,202306,20230611,20230611000000,20230611235959,20230611235959.5,11,6,Jun,2023,1,Sunday,24,162,0,1,0,0
528,-23.25,26.25,6/12/2023,6/12/2023 00:00:00,2023-06-12,2023-06-12 00:00:00,2023-06-12T00:00:00,2023-06-12T00:00:00Z,2023-06-12T00:00:00-07:00,2023-06-12T00:00:00-04:00,2023,2023-06,2023-06-12,2023-06-12 00:00:00,2023,202306,20230612,20230612000000,20230612235959,20230612235959.5,12,6,Jun,2023,2,Monday,24,163,0,1,0,0
529,-23.375,26.375,6/13/2023,6/13/2023 00:00:00,2023-06-13,2023-06-13 00:00:00,2023-06-13T00:00:00,2023-06-13T00:00:00Z,2023-06-13T00:00:00-07:00,2023-06-13T00:00:00-04:00,2023,2023-06,2023-06-13,2023-06-13 00:00:00,2023,202306,20230613,20230613000000,20230613235959,20230613235959.5,13,6,Jun,2023,3,Tuesday,24,164,0,1,0,0
530,-23.5,26.5,6/14/2023,6/14/2023 00:00:00,2023-06-14,2023-06-14 00:00:00,2023-06-14T00:00:00,2023-06-14T00:00:00Z,2023-06-14T00:00:00-07:00,2023-06-14T00:00:00-04:00,2023,2023-06,2023-06-14,2023-06-14 00:00:00,2023,202306,20230614,20230614000000,20230614235959,20230614235959.5,14,6,Jun,2023,4,Wednesday,24,165,0,1,0,0
531,-23.625,26.625,6/15/2023,6/15/2023 00:00:00,2023-06-15,2023-06-15 00:00:00,2023-06-15T00:00:00,2023-06-15T00:00:00Z,2023-06-15T00:00:00-07:00,2023-06-15T00:00:00-04:00,2023,2023-06,2023-06-15,2023-06-15 00:00:00,2023,202306,20230615,20230615000000,20230615235959,20230615235959.5,15,6,Jun,2023,5,Thursday,24,166,0,1,0,0
532,-23.75,26.75,6/16/2023,6/16/2023 00:00:00,2023-06-16,2023-06-16 00:00:00,2023-06-16T00:00:00,2023-06-16T00:00:00Z,2023-06-16T00:00:00-07:00,2023-06-16T00:00:00-04:00,2023,2023-06,2023-06-16,2023-06-16 00:00:00,2023,202306,20230616,20230616000000,20230616235959,20230616235959.5,16,6,Jun,2023,6,Friday,24,167,0,1,0,0
533,-23.875,26.875,6/17/2023,6/17/2023 00:00:00,2023-06-17,2023-06-17 00:00:00,2023-06-17T00:00:00,2023-06-17T00:00:00Z,2023-06-17T00:00:00-07:00,2023-06-17T00:00:00-04:00,2023,2023-06,2023-06-17,2023-06-17 00:00:00,2023,202306,20230617,20230617000000,20230617235959,20230617235959.5,17,6,Jun,2023,7,Saturday,24,168,0,1,0,0
534,-24.125,27,6/18/2023,6/18/2023 00:00:00,2023-06-18,2023-06-18 00:00:00,2023-06-18T00:00:00,2023-06-18T00:00:00Z,2023-06-18T00:00:00-07:00,2023-06-18T00:00:00-04:00,2023,2023-06,2023-06-18,2023-06-18 00:00:00,2023,202306,20230618,20230618000000,20230618235959,20230618235959.5,18,6,Jun,2023,1,Sunday,25,169,0,1,0,0
535,-24.25,27.125,6/19/2023,6/19/2023 00:00:00,2023-06-19,2023-06-19 00:00:00,2023-06-19T00:00:00,2023-06-19T00:00:00Z,2023-06-19T00:00:00-07:00,2023-06-19T00:00:00-04:00,2023,2023-06,2023-06-19,2023-06-19 00:00:00,2023,202306,20230619,20230619000000,20230619235959,20230619235959.5,19,6,Jun,2023,2,Monday,25,170,0,1,0,0
536,-24.375,27.25,6/20/2023,6/20/2023 00:00:00,2023-06-20,2023-06-20 00:00:00,2023-06-20T00:00:00,2023-06-20T00:00:00Z,2023-06-20T00:00:00-07:00,2023-06-20T00:00:00-04:00,2023,2023-06,2023-06-20,2023-06-20 00:00:00,2023,202306,20230620,20230620000000,20230620235959,20230620235959.5,20,6,Jun,2023,3,Tuesday,25,171,0,1,0,0
537,-24.5,27.375,6/21/2023,6/21/2023 00:00:00,2023-06-21,2023-06-21 00:00:00,2023-06-21T00:00:00,2023-06-21T00:00:00Z,2023-06-21T00:00:00-07:00,2023-06-21T00:00:00-04:00,2023,2023-06,2023-06-21,2023-06-21 00:00:00,2023,202306,20230621,20230621000000,20230621235959,20230621235959.5,21,6,Jun,2023,4,Wednesday,25,172,0,1,0,0
538,-24.625,27.5,6/22/2023,6/22/2023 00:00:00,2023-06-22,2023-06-22 00:00:00,2023-06-22T00:00:00,2023-06-22T00:00:00Z,2023-06-22T00:00:00-07:00,2023-06-22T00:00:00-04:00,2023,2023-06,2023-06-22,2023-06-22 00:00:00,2023,202306,20230622,20230622000000,20230622235959,20230622235959.5,22,6,Jun,2023,5,Thursday,25,173,0,1,0,0
539,-24.75,27.625,6/23/2023,6/23/2023 00:00:00,2023-06-23,2023-06-23 00:00:00,2023-06-23T00:00:00,2023-06-23T00:00:00Z,2023-06-23T00:00:00-07:00,2023-06-23T00:00:00-04:00,2023,2023-06,2023-06-23,2023-06-23 00:00:00,2023,202306,20230623,20230623000000,20230623235959,20230623235959.5,23,6,Jun,2023,6,Friday,25,174,0,1,0,0
540,-24.875,27.75,6/24/2023,6/24/2023 00:00:00,2023-06-24,2023-06-24 00:00:00,2023-06-24T00:00:00,2023-06-24T00:00:00Z,2023-06-24T00:00:00-07:00,2023-06-24T00:00:00-04:00,2023,2023-06,2023-06-24,2023-06-24 00:00:00,2023,202306,20230624,20230624000000,20230624235959,20230624235959.5,24,6,Jun,2023,7,Saturday,25,175,0,1,0,0
541,-25.125,27.875,6/25/2023,6/25/2023 00:00:00,2023-06-25,2023-06-25 00:00:00,2023-06-25T00:00:00,2023-06-25T00:00:00Z,2023-06-25T00:00:00-07:00,2023-06-25T00:00:00-04:00,2023,2023-06,2023-06-25,2023-06-25 00:00:00,2023,202306,20230625,20230625000000,20230625235959,20230625235959.5,25,6,Jun,2023,1,Sunday,26,176,0,1,0,0
542,-25.25,28,6/26/2023,6/26/2023 00:00:00,2023-06-26,2023-06-26 00:00:00,2023-06-26T00:00:00,2023-06-26T00:00:00Z,2023-06-26T00:00:00-07:00,2023-06-26T00:00:00-04:00,2023,2023-06,2023-06-26,2023-06-26 00:00:00,2023,202306,20230626,20230626000000,20230626235959,20230626235959.5,26,6,Jun,2023,2,Monday,26,177,0,1,0,0
